ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,monthly,monthly_lower,monthly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,additive_terms,additive_terms_lower,additive_terms_upper,yhat
2025-10-19,13.522359099134048,11.763289189215289,15.214281130939872,11.772922072639965,15.192821711538137,-0.00021190225373274435,-0.00021190225373274435,-0.00021190225373274435,0.00032611255724180775,0.00032611255724180775,0.00032611255724180775,-0.005981934409562434,-0.005981934409562434,-0.005981934409562434,0.006519949220536987,0.006519949220536987,0.006519949220536987,0.0,0.0,0.0,749205.7394092379
2025-10-20,13.518619206745637,11.841867906212606,15.339314341190919,11.752986181805113,15.203832700231283,-0.00028805572301980706,-0.00028805572301980706,-0.00028805572301980706,0.00815783519243758,0.00815783519243758,0.00815783519243758,0.002025862397230675,0.002025862397230675,0.002025862397230675,0.006420028518226711,0.006420028518226711,0.006420028518226711,0.0,0.0,0.0,829768.374752817
2025-10-21,13.514879314357222,11.856704255306573,15.334434495667113,11.736831292382092,15.216517567699155,-0.00013617421280260033,-0.00013617421280260033,-0.00013617421280260033,0.008907725127604044,0.008907725127604044,0.008907725127604044,0.0027441690624968092,0.0027441690624968092,0.0027441690624968092,0.0062997302779098365,0.0062997302779098365,0.0062997302779098365,0.0,0.0,0.0,835066.0850070044
2025-10-22,13.511139421968812,11.819542763660912,15.362398723079119,11.715952054968595,15.22896284953705,-0.00012506007974377292,-0.00012506007974377292,-0.00012506007974377292,0.008777343225193466,0.008777343225193466,0.008777343225193466,0.002741616453235617,0.002741616453235617,0.002741616453235617,0.00616078685170162,0.00616078685170162,0.00616078685170162,0.0,0.0,0.0,830456.9164413672
2025-10-23,13.507399529580397,11.798034068068741,15.323446381479629,11.69721833863216,15.239720974464543,-0.00037374501411332,-0.00037374501411332,-0.00037374501411332,0.008049576403250382,0.008049576403250382,0.008049576403250382,0.0024182747999979947,0.0024182747999979947,0.0024182747999979947,0.006005046617365709,0.006005046617365709,0.006005046617365709,0.0,0.0,0.0,819236.734436121
2025-10-24,13.503659637191985,11.745535723134594,15.357592482846849,11.682985863751297,15.240436125641224,-0.0006057283237604505,-0.0006057283237604505,-0.0006057283237604505,0.007365936018363904,0.007365936018363904,0.007365936018363904,0.002137229907591079,0.002137229907591079,0.002137229907591079,0.005834434434533277,0.005834434434533277,0.005834434434533277,0.0,0.0,0.0,808654.253951212
2025-10-25,13.499919744803572,11.649467653193902,15.245159245064004,11.660887634609766,15.240900390123574,-0.0005151247431238618,-0.0005151247431238618,-0.0005151247431238618,-0.0009494312946331557,-0.0009494312946331557,-0.0009494312946331557,-0.0060852182110114495,-0.0060852182110114495,-0.0060852182110114495,0.005650911659502156,0.005650911659502156,0.005650911659502156,0.0,0.0,0.0,720069.1287404042
2025-10-26,13.49617985241516,11.644499327799778,15.236306122942327,11.643479570941913,15.250963253250106,-0.00014220865745256467,-0.00014220865745256467,-0.00014220865745256467,-0.0006677064026806959,-0.0006677064026806959,-0.0006677064026806959,-0.005981934409559898,-0.005981934409559898,-0.005981934409559898,0.005456436664331767,0.005456436664331767,0.005456436664331767,0.0,0.0,0.0,720116.5599549486
2025-10-27,13.492439960026745,11.696978743333403,15.37124398746791,11.63467129971229,15.262502296171144,0.00020535586853899948,0.00020535586853899948,0.00020535586853899948,0.007484145045777147,0.007484145045777147,0.007484145045777147,0.002025862397236636,0.002025862397236636,0.002025862397236636,0.005252926780001512,0.005252926780001512,0.005252926780001512,0.0,0.0,0.0,800842.3079628536
2025-10-28,13.488700067638336,11.704065891297281,15.402796385069166,11.62319442223749,15.2731054716905,0.00033451483894395494,0.00033451483894395494,0.00033451483894395494,0.008120906435810215,0.008120906435810215,0.008120906435810215,0.0027441690625014496,0.0027441690625014496,0.0027441690625014496,0.005042222534364808,0.005042222534364808,0.005042222534364808,0.0,0.0,0.0,804712.652151414
2025-10-29,13.48496017524992,11.67080919073258,15.395634396143107,11.601561920390367,15.282709574685706,0.00034273016225449003,0.00034273016225449003,0.00034273016225449003,0.007910401600411308,0.007910401600411308,0.007910401600411308,0.0027416164532363136,0.0027416164532363136,0.0027416164532363136,0.004826054984920506,0.004826054984920506,0.004826054984920506,0.0,0.0,0.0,799411.9115822905
2025-10-30,13.481220282861509,11.668884339198396,15.388806222366984,11.582864495718072,15.293855223087908,0.0004078336683293233,0.0004078336683293233,0.0004078336683293233,0.007432125324429188,0.007432125324429188,0.007432125324429188,0.002418274800002188,0.002418274800002188,0.002418274800002188,0.004606016856097676,0.004606016856097676,0.004606016856097676,0.0,0.0,0.0,791285.725023497
2025-10-31,13.477480390473096,11.65603330260642,15.425528741164532,11.559016447540472,15.305000871490108,0.0005310257928285418,0.0005310257928285418,0.0005310257928285418,0.007051793783699457,0.007051793783699457,0.007051793783699457,0.0021372299075905748,0.0021372299075905748,0.0021372299075905748,0.004383538083280339,0.004383538083280339,0.004383538083280339,0.0,0.0,0.0,784279.5486322498
2025-11-01,13.473740498084684,11.504266525554566,15.266552839238512,11.53474673607057,15.316146519892316,0.0005801579725928021,0.0005801579725928021,0.0005801579725928021,-0.0013451939942789332,-0.0013451939942789332,-0.0013451939942789332,-0.006085218211014124,-0.006085218211014124,-0.006085218211014124,0.0041598662441423885,0.0041598662441423885,0.0041598662441423885,0.0,0.0,0.0,697749.6873296567
2025-11-02,13.470000605696269,11.493968672378857,15.309269099311294,11.516395419268918,15.326451612179206,0.000519581307870739,0.000519581307870739,0.000519581307870739,-0.0015263008764125657,-0.0015263008764125657,-0.0015263008764125657,-0.005981934409580083,-0.005981934409580083,-0.005981934409580083,0.0039360522252967775,0.0039360522252967775,0.0039360522252967775,0.0,0.0,0.0,693454.7944480716
2025-11-03,13.466260713307857,11.560967232715464,15.43088491872339,11.496580510045781,15.338022276410099,0.0004595856563886995,0.0004595856563886995,0.0004595856563886995,0.006198389386057165,0.006198389386057165,0.006198389386057165,0.002025862397236692,0.002025862397236692,0.002025862397236692,0.0037129413324317744,0.0037129413324317744,0.0037129413324317744,0.0,0.0,0.0,766607.2128618006
2025-11-04,13.462520820919444,11.539130694952197,15.45420150287298,11.474811706464106,15.343826250091771,0.00045668188234345564,0.00045668188234345564,0.00045668188234345564,0.006692020853510562,0.006692020853510562,0.006692020853510562,0.002744169062499404,0.002744169062499404,0.002744169062499404,0.003491169908667703,0.003491169908667703,0.003491169908667703,0.0,0.0,0.0,768820.1077315661
2025-11-05,13.45878092853103,11.541482112956986,15.441693215431194,11.453376246827785,15.354179739280946,0.0003898449613234888,0.0003898449613234888,0.0003898449613234888,0.006402628797211145,0.006402628797211145,0.006402628797211145,0.0027416164532356405,0.0027416164532356405,0.0027416164532356405,0.0032711673826520153,0.0032711673826520153,0.0032711673826520153,0.0,0.0,0.0,762953.6084259684
2025-11-06,13.45504103614262,11.48302322432815,15.444561326595206,11.43237658650776,15.368232634163013,0.00013791164786972792,0.00013791164786972792,0.00013791164786972792,0.005609349976646465,0.005609349976646465,0.005609349976646465,0.002418274800001533,0.002418274800001533,0.002418274800001533,0.003053163528775204,0.003053163528775204,0.003053163528775204,0.0,0.0,0.0,752017.6476411156
2025-11-07,13.451301143754206,11.468826756473366,15.435247794804415,11.411552109463447,15.382443071030844,-0.0001809733526797261,-0.0001809733526797261,-0.0001809733526797261,0.004793457145250354,0.004793457145250354,0.004793457145250354,0.0021372299075850163,0.0021372299075850163,0.0021372299075850163,0.0028372005903450643,0.0028372005903450643,0.0028372005903450643,0.0,0.0,0.0,741017.3952209873
2025-11-08,13.447561251365793,11.346801339849218,15.337334101314452,11.390834853652333,15.396531475388146,-0.00029413041481606076,-0.00029413041481606076,-0.00029413041481606076,-0.0037561988296527923,-0.0037561988296527923,-0.0037561988296527923,-0.006085218210993697,-0.006085218210993697,-0.006085218210993697,0.0026231497961569654,0.0026231497961569654,0.0026231497961569654,0.0,0.0,0.0,658058.7799388566
2025-11-09,13.443821358977381,11.360634434109901,15.346129760313202,11.370453594515839,15.409429186391097,-0.00013677391343478698,-0.00013677391343478698,-0.00013677391343478698,-0.0037079766283827273,-0.0037079766283827273,-0.0037079766283827273,-0.005981934409577546,-0.005981934409577546,-0.005981934409577546,0.0024107316946296083,0.0024107316946296083,0.0024107316946296083,0.0,0.0,0.0,656036.681695811
2025-11-10,13.440081466588968,11.415711755327928,15.45264931672918,11.352403828017223,15.421814324495962,-6.599053496002017e-06,-6.599053496002017e-06,-6.599053496002017e-06,0.004218802984059539,0.004218802984059539,0.004218802984059539,0.00202586239724856,0.00202586239724856,0.00202586239724856,0.002199539640306982,0.002199539640306982,0.002199539640306982,0.0,0.0,0.0,727073.2604789125
2025-11-11,13.436341574200554,11.4182672821425,15.474070976813678,11.334383269934756,15.424822392926675,-0.000230467535681605,-0.000230467535681605,-0.000230467535681605,0.004502767224089594,0.004502767224089594,0.004502767224089594,0.002744169062501014,0.002744169062501014,0.002744169062501014,0.0019890656972701842,0.0019890656972701842,0.0019890656972701842,0.0,0.0,0.0,727116.719140082
